"gloss","target_child_name","part_of_speech","target_child_sex"
"that will be able to get her to work faster and it will be able to get her to back to pick up the baby faster right","Jillian","pro:dem mod cop adj inf v pro:obj inf v adj coord pro:per mod cop adj inf v pro:obj inf adv inf v adv det:art n adj adj",NA
"black and yellow and I bet they'll leave a black and blue","Jillian","n coord n coord pro:sub v pro:sub v det:art n coord adj",NA
"that's that's real at my house","Jillian","pro:dem adj prep det:poss n",NA
"good","Jillian","adj",NA
"I'm glad to hear it","Jillian","pro:sub adj inf v pro:per",NA
"wow he's gotta walk on the ceiling to get to his friend's house my_goodness","Jillian","co pro:sub mod v prep det:art n inf v prep det:poss adj n co",NA
"poor things","Jillian","adj n",NA
"look kinda hard","Jillian","v n prep adj",NA
"oh I'm so happy to see you Jillian","Jillian","co pro:sub adv adj inf v pro:per n:prop",NA
"hello little Joey","Jillian","co adj n:prop",NA
"hello how was your day did you have a good day","Jillian","n pro:rel cop det:poss n mod pro:per v det:art adj n",NA
"no it's not a potty cutie it's a","Jillian","co pro:per neg det:art adj n pro:per det:art",NA
"he's sick","Jillian","pro:sub adj",NA
"very good","Jillian","adv adj",NA
"a nurse's doctor","Jillian","det:art adj n",NA
"very nice","Jillian","adv adj",NA
"mommy's at daycare and Joey's at work","Jillian","n prep coord adj prep n",NA
"it's a little bit different from the one we have at home sweetie so it doesn't have the the thing there but credit card","Jillian","pro:per det:art adj n adj prep det:art pro:indef pro:sub v prep adv co co pro:per mod v det:art n adv conj n n",NA
"Jilly's what","Jillian","adj pro:int",NA
"that's kinda what they do huh","Jillian","pro:rel adj prep pro:int pro:sub v co",NA
"Jilly's grumble","Jillian","adj n",NA
"that's great","Jillian","pro:dem adj",NA
"all better","Jillian","adv adj",NA
"that might be too too silly huh","Jillian","pro:rel mod cop adv adv adj co",NA
"let's put it on the on the thingy right","Jillian","v v pro:per prep det:art prep det:art adj co",NA
"tickly","Jillian","adj",NA
"oh are you sleepy","Jillian","co aux pro:per adj",NA
"wow now it's pink","Jillian","co adv pro:per adj",NA
"oh that looks like mommy's water right","Jillian","co pro:rel v prep adj n co",NA
"a pink airplane","Jillian","det:art adj n",NA
"good night","Jillian","adj n",NA
"wow what a good little boy","Jillian","co pro:int det:art adj adj n",NA
"oh that's Jenell's juice too","Jillian","co pro:rel adj n adv",NA
"oh okay","Jillian","co adj",NA
"well what time does that mean","Jillian","co pro:int n mod pro:dem adj",NA
"if it's good morning it's time to go","Jillian","conj pro:per adj n pro:per n inf v",NA
"is that good","Jillian","cop det:dem adj",NA
"I think mommy probably takes him to the potty right","Jillian","pro:sub v n adv v pro:obj prep det:art adj co",NA
"and then let's say let's pretend the potty's right here","Jillian","coord adv:tem v v v v det:art adj cop adv adv",NA
"okay and then he goes on the potty","Jillian","co coord adv:tem pro:sub v prep det:art adj",NA
"good thing you got little fingers","Jillian","adj n pro:per v adj n",NA
"good job","Jillian","adj n",NA
"because you sure don't","Jillian","conj pro:per adj mod",NA
"because somebody's gotta eat the broccoli right","Jillian","conj adj mod v det:art n co",NA
"and mommy's gonna give him a little cup and what is he gonna do","Jillian","coord n part v pro:obj det:art adj n coord pro:int cop pro:sub part v",NA
"that's pretty good","Jillian","pro:dem adv adj",NA
"I'm gonna load up all my groceries okay","Jillian","pro:sub part v adv qn det:poss n adj",NA
"because he's a big boy","Jillian","conj pro:sub det:art adj n",NA
"great","Jillian","adj",NA
"yummy yummy huh","Jillian","adj adj co",NA
"that's great","Jillian","pro:dem adj",NA
"you're good at sharing","Jillian","pro:per adj prep n:gerund",NA
"well mommy better put the baby somewhere","Jillian","co n adj v det:art n adv",NA
"in his special car seat right","Jillian","prep det:poss adj n n co",NA
"actually Jilly said something very important you said","Jillian","adv n:prop v pro:indef adv adj pro:per v",NA
"take the crust off okay","Jillian","v det:art n adv adj",NA
"what's what's he pouring on the poor little owl","Jillian","pro:int pro:int pro:sub part prep det:art adj adj n",NA
"he's gonna get wet do you think he might like it","Jillian","pro:sub part v adj v pro:per v pro:sub mod v pro:per",NA
"did he call remember he called us back though remember","Jillian","mod pro:sub n co pro:sub v pro:obj adj adv co",NA
"hm what food is red","Jillian","co pro:int n cop adj",NA
"oh in in little buckets huh","Jillian","co prep adj n co",NA
"and daddy hoped you felt good and would go to sleep tonight for me","Jillian","coord n v pro:per v adj coord mod v prep n adv:tem prep pro:obj",NA
"these guys look like they're ah they're not very awake are they","Jillian","det:dem n v conj pro:sub co pro:sub neg adv adj cop pro:sub",NA
"this is different than the other milk huh","Jillian","pro:dem cop adj prep det:art qn n co",NA
"we're a happy family","Jillian","pro:sub det:art adj n",NA
"chocolate milk's yummy isn't it","Jillian","n adj adj cop pro:per",NA
"oh everybody's doing the same thing here","Jillian","co pro:indef part det:art adj n adv",NA
"except for him but everybody's doing the same thing","Jillian","v prep pro:obj conj adj part det:art adj n",NA
"little a","Jillian","adj n:let",NA
"very good","Jillian","adv adj",NA
"I'm so glad that these animals eat their broccoli","Jillian","pro:sub adv adj adv det:dem n v det:poss n",NA
"very very good","Jillian","adv adv adj",NA
"oh and these people are very busy","Jillian","co coord det:dem n cop adv adj",NA
"you wanna sleep a little bit","Jillian","pro:per v v det:art adj n",NA
"right these people are very busy","Jillian","adv det:dem n cop adv adj",NA
"oh gonna go bring the babies to Bubba's house","Jillian","co part v v det:art n prep adj n",NA
"that's grandma's","Jillian","pro:dem adj",NA
"yep you know what he's mowing the lawn like daddy does on the tractor but he's gotta lawnmower right","Jillian","co pro:per v pro:int pro:sub part det:art n co n mod prep det:art n conj pro:sub part det:art adj",NA
"maybe the real stuff","Jillian","adv det:art adj n",NA
"what's your favorite food","Jillian","pro:int det:poss adj n",NA
"favorite favorite favorite food Jilly","Jillian","adj n adj n n:prop",NA
"what's this what's this little foxy guy doing","Jillian","pro:int det:dem adj adj n part",NA
"he's got something special for the piggy what does he have","Jillian","pro:sub part pro:indef adj prep det:art adj pro:int v pro:sub v",NA
"ink is a funny word","Jillian","meta cop det:art adj n",NA
"I'm hungry I'll tell you","Jillian","pro:sub adj pro:sub v pro:per",NA
"great","Jillian","adj",NA
"that's really very funny","Jillian","pro:dem adv adv adj",NA
"in a in a big old yellow","Jillian","prep det:art adj adj n",NA
"I do feel like a blue hair day","Jillian","pro:sub mod v prep det:art adj n n",NA
"can I have my blue my hair all blue","Jillian","mod pro:sub v det:poss n det:poss n adv adj",NA
"very nice thank you","Jillian","adv adj v pro:per",NA
"good job","Jillian","adj n",NA
"beautiful","Jillian","adj",NA
"oh there's a lot of busy things going on in here","Jillian","co pro:exist det:art n prep adj n part adv prep adv",NA
"there's a lot of busy things going on in here","Jillian","pro:exist det:art n prep adj n part adv prep adv",NA
"that's not comfortable at all","Jillian","pro:dem neg adj prep pro:indef",NA
"but he it looks like he was taking a nap and look at what they they decided to take the whole bathtub","Jillian","conj pro:sub pro:per v conj pro:sub aux part det:art n coord v prep pro:int pro:sub pro:sub v inf v det:art adj",NA
"that's a piggy yeah you're right","Jillian","pro:dem det:art adj co pro:per co",NA
"you're cute","Jillian","pro:per adj",NA
"I'll go I'm gonna go find the bathroom and I'm gonna use it and I'll be right back okay","Jillian","pro:sub v pro:sub part v v det:art coord pro:sub part inf v pro:per coord pro:sub cop adj n adj",NA
"what were you drawing on the on the board pretty pictures","Jillian","pro:int cop pro:per n prep det:art n adj n",NA
"you're very thirsty","Jillian","pro:per adv adj",NA
"you're very welcome","Jillian","pro:per adv adj",NA
"they are cool shoes","Jillian","pro:sub cop adj n",NA
"that looks like it's fun","Jillian","pro:rel v conj pro:per adj",NA
"gotta go to the bathroom Jilly I'll be right back","Jillian","mod v prep det:art n:prop pro:sub cop adj n",NA
"seems pretty empty sweetie pie want me to take it","Jillian","cop adv adj co n v pro:obj inf v pro:per",NA
"are you cold or are you just fine","Jillian","cop pro:per adv coord cop pro:per adv adj",NA
"on the table sure","Jillian","prep det:art n adj",NA
"I'll make sure it's okay","Jillian","pro:sub v adj pro:per adj",NA
"is we hafta ask Jenell if it's okay","Jillian","aux pro:sub mod v n:prop conj pro:per adj",NA
"you always want french fries Jilly","Jillian","pro:per adv v adj n n:prop",NA
"they're good","Jillian","pro:sub adj",NA
"we were going to Jenell's today","Jillian","pro:sub aux part prep adj adv:tem",NA
"that's good they can become friends","Jillian","pro:dem adj pro:sub mod cop n",NA
"we went and we saw a lot of dinosaurs at a special children's museum there","Jillian","pro:sub v coord pro:sub v det:art n prep n prep det:art n adj n adv",NA
"you sure it's a red hat","Jillian","pro:per adj pro:per det:art adj n",NA
"oh it sounded like someone's moving furniture in another room","Jillian","co pro:per part co adj part n prep qn n",NA
"but they're not really scary after all","Jillian","conj pro:sub neg adv adj prep pro:indef",NA
"I can use a couple of different credit cards or my money","Jillian","pro:sub mod v det:art n prep adj n n coord det:poss n",NA
"and we went for a special reason because we wanted to visit who Jilly","Jillian","coord pro:sub v prep det:art adj n conj pro:sub v prep n pro:rel n:prop",NA
"and while we were there we went to a great great great children's museum","Jillian","coord conj pro:sub cop adv pro:sub v prep det:art adj adj adj adj n",NA
"great","Jillian","adj",NA
"they had a pretend","Jillian","pro:sub v det:art adj",NA
"make sure it doesn't spill anymore","Jillian","v adj pro:per mod v adv",NA
"really expensive piece of machinery","Jillian","adv adj n prep n",NA
"yeah shoulda done that in the first place","Jillian","co mod aux part pro:dem prep det:art adj n",NA
"Pooh's woods","Jillian","adj n",NA
"they're every single one of them right there","Jillian","qn adj pro:indef prep pro:obj adv adv",NA
"wow that's good","Jillian","co pro:dem adj",NA
"great","Jillian","adj",NA
"wow very good","Jillian","co adv adj",NA
"great","Jillian","adj",NA
"you should tell Jenell and Cathy about the restroom in the children's museum","Jillian","pro:per mod v n:prop coord n:prop prep det:art prep det:art adj n",NA
"there was a pretend diner and it was a lot of fun","Jillian","pro:exist cop det:art adj n coord pro:per cop det:art n prep n",NA
"that's great","Jillian","pro:dem adj",NA
"he's a very cute dog","Jillian","pro:sub det:art adv adj n",NA
"does he have a little name","Jillian","mod pro:sub v det:art adj n",NA
"oh look at him he's so cute","Jillian","co v prep pro:obj pro:sub adv adj",NA
"what's Blue's friends' name","Jillian","pro:int adj adj n",NA
"I I'm sure I'm gonna like this story","Jillian","pro:sub adj pro:sub part co det:dem n",NA
"because he's so little","Jillian","conj pro:sub adv adj",NA
"oh that's okay sweetie I don't wanna take all of Cathy's stickers","Jillian","co pro:dem adj co pro:sub mod v v pro:indef prep adj n",NA
"dogs eat and watch tv all at the same time","Jillian","n v coord n n pro:indef prep det:art adj n",NA
"oh I don't know if that's safe","Jillian","co pro:sub mod v comp pro:dem adj",NA
"do you think that's safe","Jillian","mod pro:per v pro:dem adj",NA
"little boy are you ready to go down the slide","Jillian","adj n aux pro:per adj inf v adv det:art n",NA
"so it wasn't a bad boo_boo","Jillian","adv pro:per cop det:art adj n",NA
"are you ready to go down the slide daddy","Jillian","cop pro:per adj inf v adv det:art n n",NA
"oh good","Jillian","co adj",NA
"mommy and daddy are gonna go downstairs to that meeting downstairs and talk to the teachers downstairs okay","Jillian","n coord n aux part v adv prep det:dem part adv coord n prep det:art n adv adj",NA
"good question","Jillian","adj n",NA
"we'll be right back","Jillian","pro:sub cop adj n",NA
"she's ready","Jillian","pro:sub adj",NA
"we'll be right back","Jillian","pro:sub cop adj n",NA
"she's ready","Jillian","pro:sub adj",NA
"oh what a good idea","Jillian","co pro:int det:art adj n",NA
"do you think it's okay if I leave my pocketbook here","Jillian","mod pro:per v pro:per adj conj pro:sub v det:poss adv",NA
"probably Jilly's height","Jillian","adv adj n",NA
"xxx actual","Jillian","adj",NA
"probably on the second bed right","Jillian","adv prep det:art adj n co",NA
"huh okay","Jillian","co adj",NA
"is that better","Jillian","cop comp adj",NA
"oh I'm sorry","Jillian","co pro:sub adj",NA
"it's not bad to go to the doctor","Jillian","pro:per neg adj inf v prep det:art n",NA
"oh you had a good sleep sweetheart","Jillian","co pro:per v det:art adj n",NA
"oh I'm so happy to hear that","Jillian","co pro:sub adv adj inf v pro:dem",NA
"did you have sweet dreams","Jillian","mod pro:per v adj n",NA
"let me get it all ready and you keep playing","Jillian","v pro:obj v pro:per adv adj coord pro:per v part",NA
"when I get it ready I'll tell you okay","Jillian","conj pro:sub v pro:per v pro:sub v pro:per adj",NA
"which one's a circle","Jillian","pro:rel adj det:art n",NA
"very good","Jillian","adv adj",NA
"why don't we make it more comfortable for you","Jillian","pro:int mod pro:sub v pro:per adv adj prep pro:per",NA
"is there something special that you wanna do for Jenell on the microphone so she can have it always","Jillian","cop adv pro:indef adj comp pro:per v v prep n:prop prep det:art n conj pro:sub mod v pro:per adv",NA
"that is not very nice is it","Jillian","pro:dem cop neg adv adj aux pro:per",NA
"it's uncomfortable huh","Jillian","pro:per adj co",NA
"very good","Jillian","adv adj",NA
"okay is that better","Jillian","co aux adv adj",NA
"that sounds like brown bear brown bear what do you see","Jillian","det:dem n prep adj n adj n pro:int mod pro:per v",NA
"right because that's where the babies go in their car seats","Jillian","adj conj pro:rel pro:rel det:art n v prep det:poss n n",NA
"that's one of Jillian's favorite xxx","Jillian","pro:dem pro:indef prep adj n",NA
